dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,MultinomialNB,0,4601,57,2,8,0.0,ucimlrepo,94,4601,57,2,0.8135593220338984,0.007615334005095065,0.0037166279507800937,117120.0,binary,2300,2301,ok,,
